SourceGENES,TargetGENES,Interaction,Edges
G73,G65,0.183802042811615,repression
G25,G85,0.183700878437767,repression
G99,G3,0.183623955920901,activation
G59,G75,0.183611745875448,activation
G50,G15,0.183573495359299,activation
G95,G9,0.183548124884394,repression
G58,G39,0.183313061573337,repression
G100,G92,0.183267358363383,repression
G70,G81,0.183241872503057,activation
G95,G50,0.183190642175232,activation
G5,G47,0.183189199009586,repression
G100,G53,0.182797341331729,repression
G70,G40,0.18266716389316,repression
G60,G98,0.182628958213009,activation
G87,G20,0.182369290071525,activation
G67,G72,0.182207353366477,activation
G23,G23,0.181916566173356,activation
G71,G9,0.181786588004448,activation
G90,G11,0.181555738646281,activation
G67,G24,0.181232149250394,repression
G100,G81,0.180588005257483,activation
G47,G40,0.180302540455629,activation
G50,G53,0.180267527433324,activation
G90,G40,0.179950541050246,activation
G55,G89,0.179695345606633,repression
G92,G60,0.179249055507142,repression
G59,G11,0.17883867980327,repression
G82,G82,0.178716113775657,activation
G60,G33,0.178658032637607,activation
G45,G77,0.178319996134337,activation
G99,G66,0.178075890418319,repression
G40,G29,0.177859614337269,repression
G96,G75,0.177792886683902,activation
G66,G49,0.177697247119682,activation
G59,G85,0.177657078284402,activation
G67,G36,0.177631460079609,activation
G95,G26,0.177551260138286,activation
G79,G32,0.177393008637583,activation
G41,G36,0.177375047009464,repression
G55,G81,0.177006426349854,activation
G70,G80,0.176623012703846,repression
G40,G19,0.176568737727433,repression
G28,G75,0.176446860130296,repression
G53,G65,0.176355068964675,activation
G80,G14,0.176297101151169,activation
G26,G11,0.175644012000093,repression
G41,G77,0.175418381534099,activation
G64,G74,0.175368976394004,activation
G45,G39,0.174902023223641,activation
G28,G34,0.17483860226622,activation
G25,G74,0.174345798614555,repression
G81,G100,0.174287998703669,activation
G81,G9,0.174244212724401,activation
G20,G8,0.174007930246879,repression
G93,G5,0.173776120375245,repression
G9,G59,0.173528682396542,repression
G81,G40,0.173467782889668,repression
G78,G17,0.173221509260375,activation
G100,G21,0.173203809643701,repression
G73,G90,0.173105851411953,repression
G60,G24,0.17310301065444,activation
G89,G12,0.173086630938287,repression
G23,G29,0.173071236076939,activation
G92,G32,0.172749747477956,repression
G26,G98,0.17249059526468,activation
G32,G78,0.172488607944217,repression
G73,G56,0.172356341869648,activation
G90,G99,0.172036168050192,activation
G5,G88,0.171877866772647,activation
G15,G12,0.171772615720046,repression
G78,G28,0.171640244342701,activation
G60,G11,0.171600569236746,activation
G45,G41,0.171467008503118,activation
G53,G48,0.171455467571064,activation
G13,G32,0.171342081697568,repression
G31,G100,0.171249109718171,repression
G59,G63,0.171202321870693,repression
G86,G23,0.171076107219818,repression
G70,G24,0.170780531970254,activation
G20,G15,0.170777540325504,repression
G70,G53,0.170715467139849,repression
G40,G59,0.170268724531356,repression
G5,G50,0.170253432879956,activation
G78,G78,0.170184342074377,activation
G82,G64,0.169990742869874,activation
G70,G93,0.169822889227097,repression
G71,G28,0.169772314966113,activation
G47,G87,0.169563703225081,activation
G68,G5,0.169385457602623,activation
G19,G91,0.169365962046611,repression
G90,G52,0.169364008065126,activation
G47,G76,0.169334088228283,activation
G50,G80,0.169179393381547,repression
G44,G49,0.169149440450611,activation
G89,G24,0.169047664344384,activation
G89,G79,0.169046965071038,repression
G92,G18,0.168972503520023,repression
G99,G17,0.168827026679116,activation
G24,G20,0.168677720552272,activation
G58,G60,0.168500419543446,repression
G32,G84,0.168480643115153,repression
G45,G9,0.168161482721412,repression
G58,G8,0.167913962758004,repression
G9,G70,0.167507092207385,activation
G55,G49,0.167439724235236,activation
G5,G82,0.167265218073025,activation
G41,G100,0.167160218506737,repression
G90,G44,0.166995020400791,activation
G100,G54,0.166858032386089,activation
G82,G95,0.166814842700852,activation
G36,G47,0.166812445679121,activation
G25,G44,0.166540088104714,activation
G66,G62,0.16619433098957,repression
G90,G86,0.166151998095101,repression
G32,G99,0.165826449791496,activation
G21,G61,0.16548128096536,activation
G25,G37,0.165190616714878,repression
G80,G32,0.165143086110649,repression
G89,G13,0.164547362792305,repression
G9,G67,0.164443564826616,repression
G90,G18,0.16413249013989,activation
G99,G96,0.164099186023424,repression
G25,G68,0.163727724841427,activation
G68,G79,0.163726942228198,activation
G81,G81,0.163476588784659,activation
G95,G42,0.163225761321905,repression
G21,G68,0.163018636084241,repression
G23,G65,0.162628158367596,activation
G64,G99,0.162512560297411,repression
G92,G90,0.162164749996744,activation
G41,G32,0.162145216064122,activation
G28,G77,0.162140712321012,repression
G28,G26,0.161858414024139,activation
G95,G82,0.16168898702396,activation
G87,G95,0.161500651244165,repression
G15,G98,0.161417224543264,activation
G35,G96,0.161148685754657,activation
G47,G71,0.160892704730485,repression
G100,G94,0.160803224359391,repression
G68,G7,0.1607388020957,activation
G59,G12,0.160510117846103,repression
G36,G52,0.160508920959246,repression
G100,G97,0.160492435486555,repression
G35,G57,0.160404090945701,activation
G45,G42,0.160362754548275,activation
G13,G11,0.159901966824369,activation
G73,G45,0.159651887696377,activation
G70,G71,0.159558442363465,repression
G93,G77,0.1594212265331,repression
G35,G95,0.159315344050624,repression
G53,G64,0.159149254673152,repression
G44,G9,0.159123829247408,activation
G35,G68,0.159008435129122,activation
G87,G99,0.158919144763264,repression
G66,G66,0.158658132308423,activation
G64,G37,0.158637063689306,repression
G15,G46,0.158614068054409,repression
G32,G77,0.15845146477299,activation
G100,G11,0.158397646194273,repression
G47,G66,0.158396464930616,repression
G61,G32,0.158218522524489,repression
G9,G93,0.158126093024949,repression
G87,G60,0.157903273800998,repression
G80,G31,0.157743411297392,activation
G33,G5,0.157724205464379,activation
G86,G59,0.157688897959174,activation
G64,G63,0.157586163460399,activation
G60,G50,0.157583989254658,activation
G92,G67,0.157289792765186,repression
G73,G74,0.157256302664337,repression
G80,G15,0.156999640096384,repression
G100,G18,0.156640101744084,activation
G31,G26,0.15654102715416,activation
G95,G40,0.156511973862216,repression
G66,G2,0.15630651108604,repression
G82,G96,0.15593070703412,repression
G60,G90,0.155453882259322,repression
G58,G62,0.155225208211976,repression
G58,G70,0.155047728228722,repression
G31,G85,0.154776565866168,repression
G53,G97,0.154647728114418,activation
G81,G91,0.154330714180554,repression
G9,G4,0.154251241505324,repression
G93,G57,0.154147390712734,activation
G67,G1,0.15399816572637,repression
G41,G69,0.153983628644211,repression
